NombreMunicipio,CodigoMunicipio,Ubicación,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,NumeroPoblacionObjetivo,NumeroCasos
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2005,Suicidios,Poblacion total,20249,2
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2005,Suicidios,Poblacion total,2690,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2005,Suicidios,Poblacion total,3816,0
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2005,Suicidios,Poblacion total,27155,0
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2005,Suicidios,Poblacion total,20525,2
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2005,Suicidios,Poblacion total,41591,6
Angelópolis,05036,POINT (-75.710262 6.111531),SUROESTE,8,2005,Suicidios,Poblacion total,7641,0
Angostura,05038,POINT (-75.334973 6.885789),NORTE,5,2005,Suicidios,Poblacion total,12519,0
Anorí,05040,POINT (-75.145827 7.073577),NORDESTE,4,2005,Suicidios,Poblacion total,15016,2
Anzá,05044,POINT (-75.854027 6.303405),OCCIDENTE,6,2005,Suicidios,Poblacion total,7415,0
Apartadó,05045,POINT (-76.630692 7.887047),URABA,9,2005,Suicidios,Poblacion total,131416,5
Arboletes,05051,POINT (-76.427353 8.852936),URABA,9,2005,Suicidios,Poblacion total,30738,1
Argelia,05055,POINT (-75.142821 5.731236),ORIENTE,7,2005,Suicidios,Poblacion total,10091,0
Armenia,05059,POINT (-75.787666 6.156497),OCCIDENTE,6,2005,Suicidios,Poblacion total,5196,1
Barbosa,05079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,42453,2
Bello,05088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,371625,19
Belmira,05086,POINT (-75.667252 6.606713),NORTE,5,2005,Suicidios,Poblacion total,6188,1
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2005,Suicidios,Poblacion total,10246,1
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2005,Suicidios,Poblacion total,16725,1
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2005,Suicidios,Poblacion total,8783,1
Buriticá,05113,POINT (-75.907102 6.719872),OCCIDENTE,6,2005,Suicidios,Poblacion total,6955,0
Cáceres,05120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2005,Suicidios,Poblacion total,28945,1
Caicedo,05125,POINT (-75.982545 6.406072),OCCIDENTE,6,2005,Suicidios,Poblacion total,7686,2
Caldas,05129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,67994,5
Campamento,05134,POINT (-75.29634 6.979113),NORTE,5,2005,Suicidios,Poblacion total,9688,0
Cañasgordas,05138,POINT (-76.025603 6.749957),OCCIDENTE,6,2005,Suicidios,Poblacion total,16816,0
Caracolí,05142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2005,Suicidios,Poblacion total,4855,0
Caramanta,05145,POINT (-75.644483 5.548681),SUROESTE,8,2005,Suicidios,Poblacion total,5510,1
Carepa,05147,POINT (-76.655568 7.755937),URABA,9,2005,Suicidios,Poblacion total,43125,5
Carolina,05150,POINT (-75.281494 6.723626),NORTE,5,2005,Suicidios,Poblacion total,3971,0
Caucasia,05154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2005,Suicidios,Poblacion total,87543,1
Chigorodó,05172,POINT (-76.685044 7.672652),URABA,9,2005,Suicidios,Poblacion total,58922,1
Cisneros,05190,POINT (-75.087684 6.538526),NORDESTE,4,2005,Suicidios,Poblacion total,9682,0
Ciudad Bolívar,05101,POINT (-76.020994 5.850015),SUROESTE,8,2005,Suicidios,Poblacion total,28279,4
Cocorná,05197,POINT (-75.185273 6.057769),ORIENTE,7,2005,Suicidios,Poblacion total,15119,1
Concepción,05206,POINT (-75.259425 6.394975),ORIENTE,7,2005,Suicidios,Poblacion total,4509,0
Concordia,05209,POINT (-75.907256 6.046154),SUROESTE,8,2005,Suicidios,Poblacion total,21420,1
Copacabana,05212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,61230,2
Dabeiba,05234,POINT (-76.266682 7.001567),OCCIDENTE,6,2005,Suicidios,Poblacion total,24084,0
Donmatías,05237,POINT (-75.394608 6.486305),NORTE,5,2005,Suicidios,Poblacion total,17701,1
Ebéjico,05240,POINT (-75.768514 6.326468),OCCIDENTE,6,2005,Suicidios,Poblacion total,12511,1
El Bagre,05250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2005,Suicidios,Poblacion total,46020,1
El Carmen de Viboral,05148,POINT (-75.335351 6.083283),ORIENTE,7,2005,Suicidios,Poblacion total,41012,4
El Peñol,05541,POINT (-75.161743 6.234274),ORIENTE,7,2005,Suicidios,Poblacion total,16241,1
El Retiro,05607,POINT (-75.502683 6.057336),ORIENTE,7,2005,Suicidios,Poblacion total,16976,2
El Santuario,05697,POINT (-75.265676 6.139528),ORIENTE,7,2005,Suicidios,Poblacion total,26287,1
Entrerríos,05264,POINT (-75.517037 6.567385),NORTE,5,2005,Suicidios,Poblacion total,8447,0
Envigado,05266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,174150,17
Fredonia,05282,POINT (-75.671749 5.927145),SUROESTE,8,2005,Suicidios,Poblacion total,22692,1
Frontino,05284,POINT (-76.128568 6.77975),OCCIDENTE,6,2005,Suicidios,Poblacion total,20031,1
Giraldo,05306,POINT (-75.953365 6.680421),OCCIDENTE,6,2005,Suicidios,Poblacion total,4188,0
Girardota,05308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,42581,4
Gómez Plata,05310,POINT (-75.219375 6.681523),NORTE,5,2005,Suicidios,Poblacion total,11252,0
Granada,05313,POINT (-75.18443 6.14432),ORIENTE,7,2005,Suicidios,Poblacion total,9789,1
Guadalupe,05315,POINT (-75.240458 6.814987),NORTE,5,2005,Suicidios,Poblacion total,6231,1
Guarne,05318,POINT (-75.442619 6.279958),ORIENTE,7,2005,Suicidios,Poblacion total,39541,5
Guatapé,05321,POINT (-75.161723 6.234276),ORIENTE,7,2005,Suicidios,Poblacion total,5838,1
Heliconia,05347,POINT (-75.733349 6.207128),OCCIDENTE,6,2005,Suicidios,Poblacion total,6656,1
Hispania,05353,POINT (-75.907416 5.799621),SUROESTE,8,2005,Suicidios,Poblacion total,4821,0
Itagüí,05360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,234973,9
Ituango,05361,POINT (-75.764081 7.172568),NORTE,5,2005,Suicidios,Poblacion total,25088,2
Jardín,05364,POINT (-75.819483 5.599097),SUROESTE,8,2005,Suicidios,Poblacion total,14433,1
Jericó,05368,POINT (-75.786118 5.791557),SUROESTE,8,2005,Suicidios,Poblacion total,12789,2
La Ceja,05376,POINT (-75.431681 6.030682),ORIENTE,7,2005,Suicidios,Poblacion total,46268,0
La Estrella,05380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,52571,1
La Pintada,05390,POINT (-75.606525 5.747143),SUROESTE,8,2005,Suicidios,Poblacion total,7066,1
La Unión,05400,POINT (-75.361241 5.973832),ORIENTE,7,2005,Suicidios,Poblacion total,17842,0
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2005,Suicidios,Poblacion total,9475,1
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2005,Suicidios,Poblacion total,7630,2
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2005,Suicidios,Poblacion total,45548,0
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,2214494,131
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2005,Suicidios,Poblacion total,7523,2
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2005,Suicidios,Poblacion total,3736,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2005,Suicidios,Poblacion total,16428,1
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2005,Suicidios,Poblacion total,15579,0
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2005,Suicidios,Poblacion total,20668,0
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2005,Suicidios,Poblacion total,47989,2
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2005,Suicidios,Poblacion total,2916,0
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2005,Suicidios,Poblacion total,9621,0
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2005,Suicidios,Poblacion total,8294,1
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2005,Suicidios,Poblacion total,38953,3
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2005,Suicidios,Poblacion total,16690,3
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2005,Suicidios,Poblacion total,16248,1
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2005,Suicidios,Poblacion total,22769,2
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2005,Suicidios,Poblacion total,100513,8
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2005,Suicidios,Poblacion total,8193,0
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2005,Suicidios,Poblacion total,44443,3
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2005,Suicidios,Poblacion total,18206,3
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2005,Suicidios,Poblacion total,7367,0
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2005,Suicidios,Poblacion total,15826,0
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2005,Suicidios,Poblacion total,6395,0
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2005,Suicidios,Poblacion total,11627,0
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2005,Suicidios,Poblacion total,3103,0
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2005,Suicidios,Poblacion total,20899,0
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2005,Suicidios,Poblacion total,11009,1
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2005,Suicidios,Poblacion total,22066,1
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2005,Suicidios,Poblacion total,28772,1
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2005,Suicidios,Poblacion total,13530,0
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2005,Suicidios,Poblacion total,18157,0
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2005,Suicidios,Poblacion total,19438,2
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2005,Suicidios,Poblacion total,23590,0
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2005,Suicidios,Poblacion total,22903,2
Santa Rosa de Osos,05686,POINT (-75.460696 6.648965),NORTE,5,2005,Suicidios,Poblacion total,31025,2
Santo Domingo,05690,POINT (-75.164398 6.471292),NORDESTE,4,2005,Suicidios,Poblacion total,11567,0
Segovia,05736,POINT (-75.164407 6.471289),NORDESTE,4,2005,Suicidios,Poblacion total,35071,2
Sonsón,05756,POINT (-75.31098 5.709254),ORIENTE,7,2005,Suicidios,Poblacion total,38779,2
Sopetrán,05761,POINT (-75.742487 6.500955),OCCIDENTE,6,2005,Suicidios,Poblacion total,13385,0
Támesis,05789,POINT (-75.712508 5.662788),SUROESTE,8,2005,Suicidios,Poblacion total,16387,2
Tarazá,05790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2005,Suicidios,Poblacion total,32943,4
Tarso,05792,POINT (-75.82213 5.865469),SUROESTE,8,2005,Suicidios,Poblacion total,7155,1
Titiribí,05809,POINT (-75.793717 6.063419),SUROESTE,8,2005,Suicidios,Poblacion total,13317,0
Toledo,05819,POINT (-75.691555 7.01096),NORTE,5,2005,Suicidios,Poblacion total,5697,2
Turbo,05837,POINT (-76.728476 8.095151),URABA,9,2005,Suicidios,Poblacion total,121885,3
Uramita,05842,POINT (-76.266639 7.001396),OCCIDENTE,6,2005,Suicidios,Poblacion total,8304,0
Urrao,05847,POINT (-76.134557 6.317018),SUROESTE,8,2005,Suicidios,Poblacion total,38923,1
Valdivia,05854,POINT (-75.391627 7.292119),NORTE,5,2005,Suicidios,Poblacion total,17290,4
Valparaíso,05856,POINT (-75.62448 5.616356),SUROESTE,8,2005,Suicidios,Poblacion total,6324,0
Vegachí,05858,POINT (-74.798745 6.77151),NORDESTE,4,2005,Suicidios,Poblacion total,11293,0
Venecia,05861,POINT (-75.733897 5.963555),SUROESTE,8,2005,Suicidios,Poblacion total,13419,0
Vigía del Fuerte,05873,POINT (-76.896085 6.589081),URABA,9,2005,Suicidios,Poblacion total,5487,0
Yalí,05885,POINT (-74.842107 6.675328),NORDESTE,4,2005,Suicidios,Poblacion total,7734,0
Yarumal,05887,POINT (-75.416733 6.963321),NORTE,5,2005,Suicidios,Poblacion total,41240,2
Yolombó,05890,POINT (-75.01183 6.59926),NORDESTE,4,2005,Suicidios,Poblacion total,20025,3
Yondó,05893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2005,Suicidios,Poblacion total,15097,1
Zaragoza,05895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2005,Suicidios,Poblacion total,26959,1
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2006,Suicidios,Poblacion total,22705,1
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2006,Suicidios,Poblacion total,2652,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2006,Suicidios,Poblacion total,4725,0
Amagá,05030,POINT (-75.703216 6.04063),SUROESTE,8,2006,Suicidios,Poblacion total,27308,3
Amalfi,05031,POINT (-75.075028 6.907385),NORDESTE,4,2006,Suicidios,Poblacion total,23133,1
Andes,05034,POINT (-75.877699 5.655629),SUROESTE,8,2006,Suicidios,Poblacion total,41913,3
Angelópolis,05036,POINT (-75.710262 6.111531),SUROESTE,8,2006,Suicidios,Poblacion total,5868,1
Angostura,05038,POINT (-75.334973 6.885789),NORTE,5,2006,Suicidios,Poblacion total,12102,0
Anorí,05040,POINT (-75.145827 7.073577),NORDESTE,4,2006,Suicidios,Poblacion total,16046,3
Anzá,05044,POINT (-75.854027 6.303405),OCCIDENTE,6,2006,Suicidios,Poblacion total,6812,0
Apartadó,05045,POINT (-76.630692 7.887047),URABA,9,2006,Suicidios,Poblacion total,93851,6
Arboletes,05051,POINT (-76.427353 8.852936),URABA,9,2006,Suicidios,Poblacion total,29189,0
Argelia,05055,POINT (-75.142821 5.731236),ORIENTE,7,2006,Suicidios,Poblacion total,9422,0
Armenia,05059,POINT (-75.787666 6.156497),OCCIDENTE,6,2006,Suicidios,Poblacion total,5911,0
Barbosa,05079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,44125,2
Bello,05088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,408940,13
Belmira,05086,POINT (-75.667252 6.606713),NORTE,5,2006,Suicidios,Poblacion total,5915,0
Betania,05091,POINT (-75.976261 5.745292),SUROESTE,8,2006,Suicidios,Poblacion total,11386,1
Betulia,05093,POINT (-75.984594 6.113454),SUROESTE,8,2006,Suicidios,Poblacion total,15624,5
Briceño,05107,POINT (-75.551532 7.110465),NORTE,5,2006,Suicidios,Poblacion total,8407,1
Buriticá,05113,POINT (-75.907102 6.719872),OCCIDENTE,6,2006,Suicidios,Poblacion total,8541,0
Cáceres,05120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2006,Suicidios,Poblacion total,25275,2
Caicedo,05125,POINT (-75.982545 6.406072),OCCIDENTE,6,2006,Suicidios,Poblacion total,7786,1
Caldas,05129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,66186,5
Campamento,05134,POINT (-75.29634 6.979113),NORTE,5,2006,Suicidios,Poblacion total,9709,0
Cañasgordas,05138,POINT (-76.025603 6.749957),OCCIDENTE,6,2006,Suicidios,Poblacion total,17183,1
Caracolí,05142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,5237,0
Caramanta,05145,POINT (-75.644483 5.548681),SUROESTE,8,2006,Suicidios,Poblacion total,5903,0
Carepa,05147,POINT (-76.655568 7.755937),URABA,9,2006,Suicidios,Poblacion total,35430,1
Carolina,05150,POINT (-75.281494 6.723626),NORTE,5,2006,Suicidios,Poblacion total,3910,0
Caucasia,05154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2006,Suicidios,Poblacion total,72063,3
Chigorodó,05172,POINT (-76.685044 7.672652),URABA,9,2006,Suicidios,Poblacion total,45106,1
Cisneros,05190,POINT (-75.087684 6.538526),NORDESTE,4,2006,Suicidios,Poblacion total,9541,1
Ciudad Bolívar,05101,POINT (-76.020994 5.850015),SUROESTE,8,2006,Suicidios,Poblacion total,27165,4
Cocorná,05197,POINT (-75.185273 6.057769),ORIENTE,7,2006,Suicidios,Poblacion total,18773,1
Concepción,05206,POINT (-75.259425 6.394975),ORIENTE,7,2006,Suicidios,Poblacion total,5365,1
Concordia,05209,POINT (-75.907256 6.046154),SUROESTE,8,2006,Suicidios,Poblacion total,21522,0
Copacabana,05212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,64441,3
Dabeiba,05234,POINT (-76.266682 7.001567),OCCIDENTE,6,2006,Suicidios,Poblacion total,22299,1
Donmatías,05237,POINT (-75.394608 6.486305),NORTE,5,2006,Suicidios,Poblacion total,16254,0
Ebéjico,05240,POINT (-75.768514 6.326468),OCCIDENTE,6,2006,Suicidios,Poblacion total,13511,2
El Bagre,05250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2006,Suicidios,Poblacion total,40234,3
El Carmen de Viboral,05148,POINT (-75.335351 6.083283),ORIENTE,7,2006,Suicidios,Poblacion total,49038,0
El Peñol,05541,POINT (-75.161743 6.234274),ORIENTE,7,2006,Suicidios,Poblacion total,18685,0
El Retiro,05607,POINT (-75.502683 6.057336),ORIENTE,7,2006,Suicidios,Poblacion total,19160,3
El Santuario,05697,POINT (-75.265676 6.139528),ORIENTE,7,2006,Suicidios,Poblacion total,31141,2
Entrerríos,05264,POINT (-75.517037 6.567385),NORTE,5,2006,Suicidios,Poblacion total,9149,0
Envigado,05266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,178564,10
Fredonia,05282,POINT (-75.671749 5.927145),SUROESTE,8,2006,Suicidios,Poblacion total,24291,2
Frontino,05284,POINT (-76.128568 6.77975),OCCIDENTE,6,2006,Suicidios,Poblacion total,22663,2
Giraldo,05306,POINT (-75.953365 6.680421),OCCIDENTE,6,2006,Suicidios,Poblacion total,4952,1
Girardota,05308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,41924,2
Gómez Plata,05310,POINT (-75.219375 6.681523),NORTE,5,2006,Suicidios,Poblacion total,9626,2
Granada,05313,POINT (-75.18443 6.14432),ORIENTE,7,2006,Suicidios,Poblacion total,13575,2
Guadalupe,05315,POINT (-75.240458 6.814987),NORTE,5,2006,Suicidios,Poblacion total,6557,1
Guarne,05318,POINT (-75.442619 6.279958),ORIENTE,7,2006,Suicidios,Poblacion total,44247,4
Guatapé,05321,POINT (-75.161723 6.234276),ORIENTE,7,2006,Suicidios,Poblacion total,6852,0
Heliconia,05347,POINT (-75.733349 6.207128),OCCIDENTE,6,2006,Suicidios,Poblacion total,6411,0
Hispania,05353,POINT (-75.907416 5.799621),SUROESTE,8,2006,Suicidios,Poblacion total,5328,0
Itagüí,05360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,225978,10
Ituango,05361,POINT (-75.764081 7.172568),NORTE,5,2006,Suicidios,Poblacion total,26043,0
Jardín,05364,POINT (-75.819483 5.599097),SUROESTE,8,2006,Suicidios,Poblacion total,13783,6
Jericó,05368,POINT (-75.786118 5.791557),SUROESTE,8,2006,Suicidios,Poblacion total,14278,3
La Ceja,05376,POINT (-75.431681 6.030682),ORIENTE,7,2006,Suicidios,Poblacion total,51714,3
La Estrella,05380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,56603,2
La Pintada,05390,POINT (-75.606525 5.747143),SUROESTE,8,2006,Suicidios,Poblacion total,9845,0
La Unión,05400,POINT (-75.361241 5.973832),ORIENTE,7,2006,Suicidios,Poblacion total,18805,1
Liborina,05411,POINT (-75.811313 6.67786),OCCIDENTE,6,2006,Suicidios,Poblacion total,10451,0
Maceo,05425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,8632,1
Marinilla,05440,POINT (-75.334772 6.173718),ORIENTE,7,2006,Suicidios,Poblacion total,53126,3
Medellín,05001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,2074195,126
Montebello,05467,POINT (-75.524621 5.945694),SUROESTE,8,2006,Suicidios,Poblacion total,7709,0
Murindó,05475,POINT (-76.82131 6.981328),URABA,9,2006,Suicidios,Poblacion total,3692,0
Mutatá,05480,POINT (-76.436928 7.245319),URABA,9,2006,Suicidios,Poblacion total,12305,1
Nariño,05483,POINT (-75.176323 5.609727),ORIENTE,7,2006,Suicidios,Poblacion total,12443,0
Nechí,05495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2006,Suicidios,Poblacion total,20578,0
Necoclí,05490,POINT (-76.786829 8.424299),URABA,9,2006,Suicidios,Poblacion total,36835,1
Olaya,05501,POINT (-75.81238 6.628142),OCCIDENTE,6,2006,Suicidios,Poblacion total,3170,0
Peque,05543,POINT (-75.908927 7.021696),OCCIDENTE,6,2006,Suicidios,Poblacion total,7831,0
Pueblorrico,05576,POINT (-75.841914 5.790844),SUROESTE,8,2006,Suicidios,Poblacion total,8955,3
Puerto Berrío,05579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,35049,1
Puerto Nare,05585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,15095,1
Puerto Triunfo,05591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,14439,3
Remedios,05604,POINT (-74.69368 7.02808),NORDESTE,4,2006,Suicidios,Poblacion total,25033,2
Rionegro,05615,POINT (-75.373872 6.153548),ORIENTE,7,2006,Suicidios,Poblacion total,107855,3
Sabanalarga,05628,POINT (-75.818245 6.850482),OCCIDENTE,6,2006,Suicidios,Poblacion total,8565,0
Sabaneta,05631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2006,Suicidios,Poblacion total,59931,1
Salgar,05642,POINT (-75.979184 5.963438),SUROESTE,8,2006,Suicidios,Poblacion total,19726,1
San Andrés de Cuerquia,05647,POINT (-75.67649 6.914739),NORTE,5,2006,Suicidios,Poblacion total,7670,0
San Carlos,05649,POINT (-74.992086 6.188726),ORIENTE,7,2006,Suicidios,Poblacion total,20050,0
San Francisco,05652,POINT (-75.102069 5.964854),ORIENTE,7,2006,Suicidios,Poblacion total,5962,1
San Jerónimo,05656,POINT (-75.72792 6.442677),OCCIDENTE,6,2006,Suicidios,Poblacion total,13616,1
San José de La Montaña,05658,POINT (-75.683472 6.848958),NORTE,5,2006,Suicidios,Poblacion total,3271,0
San Juan de Urabá,05659,POINT (-76.524538 8.766496),URABA,9,2006,Suicidios,Poblacion total,16609,1
San Luis,05660,POINT (-74.994436 6.042772),ORIENTE,7,2006,Suicidios,Poblacion total,13448,1
San Pedro de Los Milagros,05664,POINT (-75.555959 6.461815),NORTE,5,2006,Suicidios,Poblacion total,19115,1
San Pedro de Urabá,05665,POINT (-76.382921 8.277916),URABA,9,2006,Suicidios,Poblacion total,27833,0
San Rafael,05667,POINT (-75.028257 6.295426),ORIENTE,7,2006,Suicidios,Poblacion total,16600,0
San Roque,05670,POINT (-75.019485 6.485044),NORDESTE,4,2006,Suicidios,Poblacion total,20903,3
San Vicente,05674,POINT (-75.331782 6.282678),ORIENTE,7,2006,Suicidios,Poblacion total,21729,0
Santa Bárbara,05679,POINT (-75.568167 5.874215),SUROESTE,8,2006,Suicidios,Poblacion total,28103,2
Santa Fe de Antioquia,05042,POINT (-75.827742 6.556455),OCCIDENTE,6,2006,Suicidios,Poblacion total,23655,1
Santa Rosa de Osos,05686,POINT (-75.460696 6.648965),NORTE,5,2006,Suicidios,Poblacion total,32006,4
Santo Domingo,05690,POINT (-75.164398 6.471292),NORDESTE,4,2006,Suicidios,Poblacion total,13810,0
Segovia,05736,POINT (-75.164407 6.471289),NORDESTE,4,2006,Suicidios,Poblacion total,31926,4
Sonsón,05756,POINT (-75.31098 5.709254),ORIENTE,7,2006,Suicidios,Poblacion total,37948,1
Sopetrán,05761,POINT (-75.742487 6.500955),OCCIDENTE,6,2006,Suicidios,Poblacion total,14351,1
Támesis,05789,POINT (-75.712508 5.662788),SUROESTE,8,2006,Suicidios,Poblacion total,18082,0
Tarazá,05790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2006,Suicidios,Poblacion total,22465,1
Tarso,05792,POINT (-75.82213 5.865469),SUROESTE,8,2006,Suicidios,Poblacion total,6456,2
Titiribí,05809,POINT (-75.793717 6.063419),SUROESTE,8,2006,Suicidios,Poblacion total,12006,1
Toledo,05819,POINT (-75.691555 7.01096),NORTE,5,2006,Suicidios,Poblacion total,5573,0
Turbo,05837,POINT (-76.728476 8.095151),URABA,9,2006,Suicidios,Poblacion total,105057,5
Uramita,05842,POINT (-76.266639 7.001396),OCCIDENTE,6,2006,Suicidios,Poblacion total,7601,0
Urrao,05847,POINT (-76.134557 6.317018),SUROESTE,8,2006,Suicidios,Poblacion total,29125,6
Valdivia,05854,POINT (-75.391627 7.292119),NORTE,5,2006,Suicidios,Poblacion total,13617,5
Valparaíso,05856,POINT (-75.62448 5.616356),SUROESTE,8,2006,Suicidios,Poblacion total,7849,0
Vegachí,05858,POINT (-74.798745 6.77151),NORDESTE,4,2006,Suicidios,Poblacion total,11975,2
Venecia,05861,POINT (-75.733897 5.963555),SUROESTE,8,2006,Suicidios,Poblacion total,12088,3
Vigía del Fuerte,05873,POINT (-76.896085 6.589081),URABA,9,2006,Suicidios,Poblacion total,8169,0
Yalí,05885,POINT (-74.842107 6.675328),NORDESTE,4,2006,Suicidios,Poblacion total,7648,3
Yarumal,05887,POINT (-75.416733 6.963321),NORTE,5,2006,Suicidios,Poblacion total,38731,3
Yolombó,05890,POINT (-75.01183 6.59926),NORDESTE,4,2006,Suicidios,Poblacion total,22241,0
Yondó,05893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,14810,1
Zaragoza,05895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2006,Suicidios,Poblacion total,23728,2
Abejorral,05002,POINT (-75.427045 5.79145),ORIENTE,7,2007,Suicidios,Poblacion total,22492,4
Abriaquí,05004,POINT (-76.064563 6.63197),OCCIDENTE,6,2007,Suicidios,Poblacion total,2649,0
Alejandría,05021,POINT (-75.141258 6.376923),ORIENTE,7,2007,Suicidios,Poblacion total,4697,0
